2146	14453715	11932248	2082	14169849	11931928	2672	17236828	12137682	2617	17161220	12335570
1933	12629932	9722817	1882	12613511	10329115	2455	14897105	10875149	2410	14774397	11008563
1725	10335908	11830515	1702	10316473	11765134	2285	12917784	12017309	2250	12835603	12089560
1875	13390129	10508699	1838	13645233	10269514	2408	15909137	11309700	2363	15560703	11738940
1866	11178000	11939960	1866	11419668	12032039	2277	13789911	11924453	2264	13650271	12438775
1636	9483641	12319447	1678	9860765	12488855	2197	12646375	12863212	2080	11914644	12988244
1741	12580896	10355212	1761	12819019	10350040	2294	15589185	11463002	2229	15075281	11890344
1962	11877062	11117647	1942	12001051	11552013	2514	14559917	11596472	2437	14127422	11779746
2205	14936205	10799118	2212	14953866	11307940	2695	16905988	11340202	2668	16679170	11891801
1555	10822942	11127785	1560	10903661	11086243	2143	13998234	11835391	2136	13937530	12245541
1969	12803245	11684065	1951	12882738	11639364	2563	15554465	12046437	2530	15288296	12201219
2151	14930271	11172407	2163	15114082	11170573	2684	17646339	11680399	2669	17419354	12086839
2384	15760765	12274746	2414	15980675	12940057	2912	17811032	12547147	2837	17363807	12978644
1695	11342594	11852651	1677	11423853	12022303	2513	15783525	12011463	2416	15027051	12086072
1587	8369133	11590022	1564	8213650	11262261	2094	10973381	11254568	2058	11006021	11925530
1868	11958621	12493287	1953	12672600	12415023	2568	15854245	12688091	2462	15248406	13520592
1588	9197257	11169134	1582	9431903	11437422	2186	12448003	11486009	2118	11886211	11845882
1806	10413265	11512129	1749	10074157	11357702	2323	13465059	11694709	2329	13229242	12064102
2096	11517936	11879616	2078	11357779	12589176	2619	14018746	11831881	2583	13686011	12101522
1814	9848779	11931057	1822	9851048	12118295	2347	12712507	12432837	2333	12591264	12953927
2872	18223030	12393921	2900	18421182	12811075	3286	19597667	12316948	3230	19249449	12674861
