4495	65098530	69825405	4635	66445433	69398329	5693	81565402	66880919	5891	84058475	68388403
3979	59330219	62980195	4167	61274278	62828444	5224	76694989	62520816	5436	79680008	62311732
5648	77903156	64321034	5876	79306507	64632088	6583	91406232	63013997	6853	94551340	63177647
3257	44298788	61605516	3417	45634990	62191132	4392	59863331	61471802	4466	60806100	60529457
4235	63157419	62321437	4265	62584144	63420717	5339	77008547	63224343	5533	79468033	63281318
5042	73121774	64945718	5184	74358834	64916991	6181	88432018	65561088	6406	91057671	65413026
4756	71062855	70721528	4923	72052669	70663384	5869	85504798	67978787	6101	88456605	69599422
3691	51192209	66472527	3878	53234797	65791508	5066	69580540	64500107	5300	73884190	64208613
4222	61156211	61303640	4449	63871532	61803555	5487	78006769	60226172	5675	80937319	60813939
5303	76903781	66065153	5483	78249301	66357084	6175	88564050	64669104	6366	90598570	66864135
5609	80112123	66427944	5752	80833242	67521713	6652	93864125	65290815	6895	97396561	65381709
5143	74631741	65837864	5264	74933182	67550870	6466	91464022	66598267	6655	93498991	65144716
6354	90472367	67321482	6575	91770639	68004133	7058	98907314	65484183	7230	101980849	65549090
4023	57378968	62505734	4208	58875251	62730716	5384	76770336	61231417	5617	78450692	62800313
4190	58335636	64619917	4288	59106588	66095124	5614	78618746	67070278	5859	81410497	65663703
3210	52090979	58819866	3384	54467160	58918377	4421	68521888	59797064	4491	69368297	61396474
4529	66702509	68060915	4553	66492024	68163021	5705	82529346	64735064	5743	82495715	67833510
3088	45258610	63230514	3181	45739447	64651165	4436	64226456	61726159	4545	66179793	63397112
4441	66128099	59156904	4602	68019627	60256621	5491	79753414	58439142	5622	82532651	58616484
3409	53526187	64012763	3597	55542369	65644539	4857	72584970	62176730	5000	74360020	63815545
6693	95384944	66910378	6829	95450941	67497988	7253	102123606	65593364	7437	104984875	65404969
