1092	4684829	5525458	1145	5033527	5499324	1514	6246182	5160790	1492	6150905	5264024
1195	4895984	5186696	1218	4991364	5371392	1568	6148445	5064927	1559	6108540	5279985
1428	5770876	4892955	1428	5683298	5101733	1791	6885826	4879432	1767	6847945	4961718
1049	4458868	4223558	1072	4534285	4494087	1547	5948227	4634166	1517	5874870	4683460
1299	4980735	5171664	1375	5405333	5200670	1776	6921314	5059397	1721	6678864	5116583
1025	3878568	4646597	1084	4250861	4699168	1444	5439294	4702320	1378	5190488	4575079
907	3817193	5542135	950	4054822	5798995	1302	5344997	5322391	1322	5570150	5372170
1389	5602332	4986106	1426	5755611	5176422	1839	7192078	4937081	1865	7195440	5046860
1488	5899064	5135391	1495	5845445	5295586	1862	7128867	5006747	1915	7285226	5111469
817	3361497	5262421	868	3613764	5339804	1178	4848422	4928965	1167	4836979	4927650
1147	4441547	4782207	1129	4394153	4899428	1546	5865251	4717357	1498	5668159	4818650
1109	4787864	5649082	1176	5167000	5505845	1527	6215123	5113617	1488	6060068	5193856
1260	4991094	5026959	1303	5236097	5334254	1641	6286019	4896611	1626	6255466	5088649
799	3549930	5388073	843	3712392	5774769	1220	4990909	5395827	1216	5086566	5356924
1302	4557489	4133725	1367	4869348	4267391	1690	6005309	4119653	1607	5558971	3991845
1056	3832978	4391675	1095	3994529	4459372	1335	4980704	4226878	1330	4774357	4178127
987	3656944	4753133	1040	3926708	4906723	1369	5308846	4483129	1337	5128902	4506083
1263	4639716	4814713	1348	5087646	4834559	1622	6351945	4528060	1567	6106387	4676961
1468	5741010	4895143	1491	5864104	5081203	1871	7138916	4796032	1881	7114455	4839859
1248	4418828	4325291	1300	4557300	4314180	1724	6034796	4345364	1701	5908565	4416295
1780	7079421	5156555	1777	7063401	5218309	2106	8150073	4950367	2157	8279395	5073683
