3051	24898566	22987953	2938	24386963	22957722	3809	31626750	23161616	3950	33181888	23244546
2101	17313836	22680887	2178	17995208	23023312	3108	26070595	23666343	2977	24992616	22469734
2715	23198280	24196903	2830	23988586	24606142	3555	30541419	24773523	3462	29725589	23670748
1662	16150885	24949389	1649	16089536	24958340	2579	24060897	24036118	2506	23104976	23707682
2510	21646458	25192789	2535	22403544	24248418	3366	28970626	25082592	3354	29160975	24302831
2825	22822194	23317777	2788	23266204	22669881	3590	29345021	23320266	3561	29594955	23334586
2762	22116474	23259778	2809	23006226	23116399	3477	28565176	22758265	3545	29285816	22223647
2376	20957307	23981836	2557	22223885	24180362	3416	30247397	24274605	3291	29147869	23114573
3272	26606940	23114776	3453	27905012	23118099	4027	33040729	23410204	3921	32265935	22646090
2721	22438273	25797808	2700	22353978	27130637	3390	27784654	25464039	3367	27902630	24908032
3176	26495093	24014736	3250	27290643	24272178	3849	32558921	24130656	3781	31904468	23452458
3185	25860807	23148410	3259	27122607	22990147	3968	32699713	23451774	3957	33334542	22929276
3572	29486575	22508621	3694	30342866	22862962	4170	34658038	23486346	4048	33644857	22527405
2775	22520652	22548284	2778	23237564	23033166	3524	29114142	23134667	3550	28949088	22777828
1978	17315128	26288689	2022	17515497	25958762	2788	23687549	26118585	2794	24056945	25810834
2749	21677692	23649619	2776	22836358	24094169	3422	27947636	23627178	3509	29008324	23484798
1856	16164286	27867793	1845	16499703	28071418	2554	22320307	26829421	2648	23120473	26563898
2209	18696461	25866156	2117	18178796	25643149	2905	24507790	25253407	2915	24620761	25268964
2326	19114309	23829456	2404	19799577	24559861	3216	26749340	25346314	3113	25878889	24473621
1828	16425183	25758576	1894	17379528	26323675	2675	23385213	26293300	2734	24024160	25618423
3939	33058801	23427991	4034	33531488	23371297	4470	37751950	24063709	4364	36886982	23247058
