1814	14597449	26315265	1741	13870274	25691699	2518	20370061	25195810	2498	20274168	24647074
2924	23991218	22259432	2891	23403117	21461826	3541	29709282	22058691	3552	29911419	21248879
3126	26659219	23000303	3097	25992823	22576381	3646	30936144	22925039	3672	31437828	22053791
2311	20548010	20717036	2282	19886987	20404128	2924	25162378	21432918	2964	25864739	20498800
2713	22460474	24280273	2705	22380937	23365039	3203	26211578	23571650	3192	26790784	22540146
2652	22377003	24772298	2570	22004081	24191080	3295	27576279	23961083	3157	26462147	22965877
2642	20619583	24087591	2543	19700445	22867500	3167	25501726	23351739	3146	25053700	22357380
3151	26427450	22217220	3169	26040489	21705172	3839	32083136	22037549	3785	32050548	21141360
2965	24734561	23460674	2919	23812522	22905914	3664	30360036	23515121	3627	30675928	22301415
2539	20135117	23877793	2538	20497858	22595266	3131	25303979	22791873	3184	25679774	22082364
2879	23846121	23799108	2917	24110952	23171107	3637	30409021	23104276	3560	30096192	21996624
2230	17279503	24929846	2309	17698709	24205585	3099	24687093	24175062	3058	24556594	23148535
2969	23454513	22965183	2986	23220405	21920262	3657	29135481	22748833	3624	29483602	21933932
2237	17935855	22083995	2306	18252915	21645653	3051	24798780	21916961	3014	24429638	21229635
3184	27499176	21848211	3132	27041734	21414843	3779	31356524	21883248	3766	31572819	22027939
2861	23791707	22268198	2778	22776348	21059510	3308	27405519	21807976	3258	26824116	21477589
3166	26736893	23293682	3143	26241208	22025034	3695	30492798	22473459	3679	30654778	21487644
2875	24861987	21968484	2920	24920227	21763524	3418	28854677	22008915	3438	29096571	21585513
3463	28951711	21974458	3449	28152944	21746868	4041	33457067	22519152	4004	33794049	21470418
2715	22546833	22416438	2676	22114998	21860227	3381	28135540	22193971	3426	28276971	21080988
3873	31577690	22377818	3856	30944497	21971098	4307	35248698	22730768	4295	35571730	21776661
