1483	5438045	4380305	1534	5648378	4359132	1647	6036612	4245856	1749	6323568	4410696
869	3434345	4549914	947	3814904	4481829	1248	4757917	4413243	1303	4767960	4427012
1190	4857959	4227197	1217	5032926	4312686	1539	5966514	4231500	1551	5784223	4354227
575	2408138	4843668	607	2534571	5385403	955	3611537	4875761	928	3372337	5041552
1103	4202196	4410602	1135	4209384	4614885	1508	5534665	4196731	1569	5679915	4398046
883	3700048	4328829	886	3645383	4327493	1218	4751118	4114664	1261	4900649	4495639
1158	4422010	4414378	1165	4567375	4209305	1448	5338944	4144534	1542	5627608	4341095
1008	4083711	4149756	1051	4346699	4169785	1480	5698473	4251172	1501	5564859	4344778
1133	4371131	4205145	1228	4907055	4178480	1522	5733966	4075318	1523	5542165	4292264
973	3870915	4384448	1018	4035916	4301886	1216	4718468	4082120	1267	4877061	4359379
990	4062233	4325334	1044	4361459	4156585	1370	5307426	4172537	1418	5327740	4291921
1144	4383710	4306349	1196	4528319	4257270	1604	5893625	4104952	1675	6166321	4270613
1333	4756074	4345940	1346	4878782	4363219	1613	5671484	4297598	1607	5501021	4371148
1178	4378935	4359340	1269	4706597	4396583	1430	5228382	4200255	1487	5411036	4299289
593	2573776	3898285	622	2728783	4089984	949	3885479	3975180	977	3888200	4269309
332	1527856	3681458	351	1613722	4313818	433	1938068	3918090	462	1970654	4464203
712	2924224	4469979	757	3104746	4391718	1050	4171274	4120953	1105	4176387	4417765
923	3403182	4122530	988	3765044	4278545	1220	4495664	4123137	1362	4917812	4286983
1136	4378561	4086075	1207	4724420	4127238	1507	5678898	4042947	1500	5436973	4162106
462	1887300	4158339	487	2070778	4184305	754	2977915	4094905	801	3000041	4267956
1644	5985419	4319992	1700	6333119	4374333	1926	6905274	4304742	1943	6786266	4318800
