1051	4347892	5489583	1015	4291538	5232283	1413	5563634	5179832	1426	5602265	5339474
1224	4837006	5569014	1268	5073233	5517019	1605	6135457	5014459	1646	6417226	5207079
1338	5455047	5670864	1424	5852808	5627932	1685	6499154	5280029	1723	6802865	5527173
900	3847499	6463687	963	4111473	6334657	1293	5124900	5246399	1344	5410008	5673083
1351	5465965	5303728	1400	5667877	5446161	1669	6456108	5046337	1701	6719407	5159855
890	4068838	5310908	934	4181178	5343224	1268	5246697	4836930	1255	5319287	5313910
618	2396762	5088175	655	2523591	5032899	965	3464044	4395502	971	3621417	4924436
1363	5625087	5631338	1348	5599387	5559053	1713	6768864	4972068	1783	7138236	5225917
1058	4641948	5656473	1119	4842433	5868189	1294	5290378	5558589	1388	5830470	5706801
864	3435965	5617993	883	3674064	5377603	1169	4421085	5061300	1177	4471264	5443271
1047	4258807	5829547	1154	4744447	5779887	1476	5728024	5225057	1476	5869548	5483587
960	3883359	5141545	1003	4034957	5183278	1410	5550652	4615839	1456	5655586	4914768
1300	5135440	5330376	1321	5125535	5344050	1609	6104626	4827097	1660	6411657	5025186
612	2587403	4675410	573	2502727	4805808	884	3571609	4567389	945	3791430	4794171
1467	6046146	5478512	1522	6251943	5347613	1765	6834943	5077274	1749	6891959	5317816
1164	4824594	5364445	1167	4967851	5164571	1442	5643672	5037891	1431	5683230	5385607
1173	4629770	5549243	1187	4861549	5649101	1393	5303769	5275922	1442	5554509	5507883
1351	5562973	5428843	1413	5950885	5264518	1564	6080684	5110475	1581	6186439	5411464
1408	5621542	5108088	1424	5642931	5238918	1757	6844621	4695301	1819	7196015	4924881
1495	5975671	5204567	1471	6039254	5278511	1808	6904594	4940997	1869	7230185	5162714
1831	7276631	5277220	1837	7227512	5393573	2055	7945232	4854061	2124	8334406	5041369
