1850	9845407	11135154	1872	10127979	10662379	2480	13859838	10696220	2560	14352472	10802056
1579	8366969	10957156	1623	8699464	10432240	2228	12139235	10429227	2233	12097410	10642460
2014	10417180	9794282	2099	11258010	10327976	2549	13984091	10401939	2604	13967954	10056695
1523	7804157	8687674	1564	7917033	8737701	2078	11343149	9650513	2083	11098287	9149540
1491	7699375	9965721	1488	7816565	10429353	2150	11625872	10489304	2090	11275647	10277521
1788	9709473	9959152	1730	9470556	10122730	2354	13167424	10406233	2357	13141415	10059668
1657	8818602	11143398	1739	9310982	11043332	2321	12903448	10799302	2327	12798564	10575690
1703	8719567	9126472	1739	9009359	9136092	2342	12514029	9939258	2337	12250934	9507788
2130	10750953	8952336	2144	10861840	8933266	2514	13456583	9612967	2464	12711491	9249613
1632	8806296	10966255	1641	9121192	11330259	2164	12110982	10804438	2133	11889019	10524898
2129	11161841	10419574	2150	11218595	10276034	2592	14216407	10720845	2595	13800215	10417743
1787	9610617	10233511	1812	9870727	10615643	2641	14516573	10332808	2580	14010543	10191601
2163	12510749	11101938	2213	12516129	10807626	2518	14640324	10907258	2570	14558446	10815166
1692	8782646	10524995	1782	9462835	10730403	2311	12668115	10262151	2242	12163766	10685877
1432	7485318	10864151	1499	7905313	11033804	2127	11669216	10620503	2075	11363902	10254511
880	5107220	11068179	897	5232739	11036063	1244	7273452	10470769	1223	7103580	10379064
1576	8569943	11310826	1622	8707053	10715353	2134	12198502	10780974	2102	11784311	10982510
1427	7814978	11685278	1472	8155113	11643878	2087	11632003	10837098	2057	11480510	11097312
1879	10210857	9693771	1924	10290856	9257103	2407	13264238	9872341	2364	12829113	9708811
1213	7289130	10388024	1321	7907275	10492046	1963	11587724	10312399	1920	11312345	10160492
2686	15299117	10853986	2709	15203486	10707138	2978	17196465	10810182	2988	16831412	10642814
